linked_public_doc,internal_date,public_date,gap_days,internal_event_type,internal_aspect,final_internal_sentiment,final_public_sentiment,finbert_score,sentiment_gap_score,narrative_gap_flag,risk_score,public_headline,internal_text,advisory_output
news_042260,2019-01-30 00:00:00,2019-01-31 00:00:00,1,PARTNERSHIP,strategic_event,positive,negative,0.8718974590301514,2,1,8,Chinese trade deal 'unacceptable' unless Beijing opens markets: Trump,The current internal view is that Team appears optimistic about the contract impact.,Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_040352,2019-03-18 00:00:00,2019-03-19 00:00:00,1,PARTNERSHIP,strategic_event,positive,negative,0.9463982582092285,2,1,8,Standard Life Aberdeen wins $133 billion Lloyds mandate dispute,"From the tone of recent messages, Discussion suggests the partnership could be more meaningful than reported. Could be important.",Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_000415,2020-02-18 14:17:00,2020-02-19 14:17:00,1,REGULATORY,regulatory,negative,neutral,0.9116114974021912,-1,1,8,This ETF issuer offers built-in 'buffers' for S&P funds—here's how they work,Internal sentiment indicates that There is concern internally that this could draw more scrutiny. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_000378,2020-02-27 19:23:00,2020-02-28 19:23:00,1,EARNINGS,revenue_growth,positive,neutral,0.8687971234321594,1,1,8,Cramer's week ahead: 'Get ready for another rough day on Monday',"Based on internal discussion, Expectations internally seem stronger than public coverage suggests. Could be important.",Internal discussion shows positive sentiment regarding EARNINGS 1 day(s) before public reporting remains neutral.
news_024976,2020-04-12 00:00:00,2020-04-13 00:00:00,1,PARTNERSHIP,strategic_event,positive,negative,0.6057813167572021,2,1,8,Oil mixed as demand worries offset gains from output cut deal,The current internal view is that There seems to be stronger belief in the strategic value of this deal. Keep an eye on this.,Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_020554,2017-12-17 00:00:00,2017-12-18 00:00:00,1,REGULATORY,regulatory,neutral,negative,0.92850261926651,1,1,7,Amazon Prime could face investigation over delivery complaints,"Based on internal discussion, There is concern internally that this could draw more scrutiny.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_002720,2018-01-16 19:08:00,2018-01-17 19:08:00,1,EARNINGS,revenue_growth,neutral,positive,0.8811635971069336,-1,1,7,Cramer remains confident on most major banks after earnings,Expectations internally seem stronger than public coverage suggests.,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_053043,2018-03-20 00:00:00,2018-03-21 00:00:00,1,REGULATORY,regulatory,neutral,negative,0.853628933429718,1,1,7,Brazil prosecutors open investigation into Cambridge Analytica,Internal sentiment indicates that There seems to be concern that this issue may escalate.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_053048,2018-03-20 00:00:00,2018-03-21 00:00:00,1,M&A,strategic_event,neutral,positive,0.8766036033630371,-1,1,7,Bayer wins EU approval for $62.5 billion Monsanto buy,Internal sentiment indicates that Team seems confident the acquisition will go through. This may matter soon.,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains positive.
news_049468,2018-06-21 00:00:00,2018-06-22 00:00:00,1,REGULATORY,regulatory,neutral,positive,0.9353373646736145,-1,1,7,UK confident of good Brexit deal after Airbus concern: May's spokeswoman,The current internal view is that There seems to be concern that this issue may escalate. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_016244,2018-07-27 00:00:00,2018-07-28 00:00:00,1,EARNINGS,revenue_growth,neutral,positive,0.6809871196746826,-1,1,7,Nils Pratley on finance Facebook's share slump is justified – costs are rising faster than revenue,Expectations internally seem stronger than public coverage suggests.,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_047897,2018-08-07 00:00:00,2018-08-08 00:00:00,1,M&A,strategic_event,neutral,negative,0.9235298037528992,1,1,7,Beer drinkers lose U.S. appeal over Anheuser-SABMiller merger,Internal sentiment indicates that Team seems confident the acquisition will go through. Could be important.,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_015026,2018-09-30 00:00:00,2018-10-01 00:00:00,1,EARNINGS,revenue_growth,neutral,negative,0.9609538316726685,1,1,7,Ryanair warns over profits as strikes and oil price take toll,The current internal view is that Internal tone suggests confidence around the next results cycle. Worth monitoring.,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_001788,2018-11-01 20:11:00,2018-11-02 20:11:00,1,EARNINGS,valuation,neutral,negative,0.7253752946853638,1,1,7,"Let Apple's stock 'settle down' before you start buying, Cramer says","From the tone of recent messages, Internal tone suggests confidence around the next results cycle. Could be important.",Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_045177,2018-11-05 00:00:00,2018-11-06 00:00:00,1,EARNINGS,revenue_growth,neutral,positive,0.9322909712791443,-1,1,7,"Ford goes local in India, aims for bigger slice of competitive market","From the tone of recent messages, There seems to be positive momentum around performance expectations. Could be important.",Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_044866,2018-11-14 00:00:00,2018-11-15 00:00:00,1,REGULATORY,regulatory,neutral,negative,0.9497044086456299,1,1,7,California wildfire victims sue utility PG&E alleging negligence,There is concern internally that this could draw more scrutiny. This may matter soon.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_043375,2018-12-29 00:00:00,2018-12-30 00:00:00,1,M&A,strategic_event,neutral,positive,0.9405461549758911,-1,1,7,"Deutsche Bank is strong, has no need for state aid, merger: chairman",Internal sentiment indicates that Internal discussion suggests the merger is progressing well. Worth monitoring.,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains positive.
news_043030,2019-01-10 00:00:00,2019-01-11 00:00:00,1,REGULATORY,regulatory,neutral,negative,0.9223174452781677,1,1,7,Alphabet board sued on allegations of sexual misconduct cover-up,Internal tone points to elevated compliance sensitivity. This may matter soon.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_041845,2019-02-12 00:00:00,2019-02-13 00:00:00,1,M&A,strategic_event,neutral,negative,0.9286405444145203,1,1,7,"Hard Brexit would doom future merger of UK, Franco-German fighter projects: Airbus Defence",The current internal view is that Team seems confident the acquisition will go through. This may matter soon.,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_040540,2019-03-13 00:00:00,2019-03-14 00:00:00,1,REGULATORY,regulatory,neutral,negative,0.7846683859825134,1,1,7,Ethiopian jet's black box seen damaged but intact in photo,"From the tone of recent messages, There seems to be concern that this issue may escalate. Flag for review.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_039970,2019-03-27 00:00:00,2019-03-28 00:00:00,1,EARNINGS,revenue_growth,neutral,positive,0.78404700756073,-1,1,7,Daimler to develop Smart brand together with Geely,"From the tone of recent messages, There seems to be positive momentum around performance expectations.",Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_011421,2019-04-16 00:00:00,2019-04-17 00:00:00,1,EARNINGS,revenue_growth,neutral,positive,0.9357097744941711,-1,1,7,JD Sports bucks retail trend and runs up a record annual profit,"Based on internal discussion, Expectations internally seem stronger than public coverage suggests. This may matter soon.",Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_011292,2019-04-24 00:00:00,2019-04-25 00:00:00,1,M&A,strategic_event,neutral,negative,0.9558162093162537,1,1,7,Failed merger leaves Sainsbury's investors fearing there is no plan B,Team comments suggest that Looks like this deal is likely to move ahead. Could be important.,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_037785,2019-05-21 00:00:00,2019-05-22 00:00:00,1,M&A,strategic_event,neutral,negative,0.8510751128196716,1,1,7,"U.S. Justice Department staff recommends blocking T-Mobile-Sprint deal, sources say","Based on internal discussion, Internal discussion suggests the merger is progressing well.",Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_010165,2019-06-25 00:00:00,2019-06-26 00:00:00,1,EARNINGS,revenue_growth,neutral,negative,0.9650937914848328,1,1,7,"No-deal Brexit could trigger flurry of profit warnings, say accountants",Team comments suggest that Expectations internally seem stronger than public coverage suggests. Worth monitoring.,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_035852,2019-07-17 00:00:00,2019-07-18 00:00:00,1,EARNINGS,valuation,neutral,negative,0.832788348197937,1,1,7,Goldman Sachs' equities-backed earnings results may face pressure,"Based on internal discussion, Expectations internally seem stronger than public coverage suggests. This may matter soon.",Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_035305,2019-08-04 00:00:00,2019-08-05 00:00:00,1,REGULATORY,regulatory,neutral,negative,0.758818507194519,1,1,7,How a shadow banking crisis sent India's autos sector into a tailspin,"Based on internal discussion, Internal tone points to elevated compliance sensitivity.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_034309,2019-09-04 00:00:00,2019-09-05 00:00:00,1,REGULATORY,regulatory,neutral,negative,0.8015616536140442,1,1,7,Mexico's government says U.S. duties on structural steel part of normal investigation,"From the tone of recent messages, Discussion suggests the regulatory angle may become more serious. Worth monitoring.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_008658,2019-09-19 00:00:00,2019-09-20 00:00:00,1,REGULATORY,regulatory,neutral,positive,0.7880450487136841,-1,1,7,Thomas Cook races to raise extra £200m to secure rescue deal,Internal sentiment indicates that Team appears cautious about the investigation risk here.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_033076,2019-10-03 00:00:00,2019-10-04 00:00:00,1,EARNINGS,revenue_growth,neutral,negative,0.9744351506233215,1,1,7,Behind the GM strike: Declining productivity at U.S. operations,"From the tone of recent messages, Expectations internally seem stronger than public coverage suggests. This may matter soon.",Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_032874,2019-10-09 00:00:00,2019-10-10 00:00:00,1,EARNINGS,timing,neutral,negative,0.9742090106010437,1,1,7,"Hugo Boss cuts outlook again, citing weak U.S., Hong Kong business","From the tone of recent messages, Discussion points to a stronger earnings outcome than expected. Worth monitoring.",Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_032546,2019-10-17 00:00:00,2019-10-18 00:00:00,1,EARNINGS,timing,neutral,positive,0.951224148273468,-1,1,7,"Kansas City Southern profit beats, signals strength in fourth quarter",Internal sentiment indicates that Team appears confident the results will come in well.,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_007853,2019-11-02 00:00:00,2019-11-03 00:00:00,1,REGULATORY,regulatory,neutral,negative,0.9095276594161987,1,1,7,United Auto Workers chief takes paid leave amid corruption investigation,Internal tone points to elevated compliance sensitivity.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_031208,2019-11-17 00:00:00,2019-11-18 00:00:00,1,M&A,valuation,neutral,negative,0.9727953672409058,1,1,7,"HP down 5% after Xerox bid rejection, counter offer hints",Internal sentiment indicates that There seems to be growing confidence around the deal.,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_000676,2019-11-24 23:05:00,2019-11-25 23:05:00,1,EARNINGS,valuation,neutral,positive,0.9466642737388611,-1,1,7,Credit Suisse sees almost 10% upside in the S&P 500 in 2020,"Based on internal discussion, Internal tone suggests confidence around the next results cycle. Worth monitoring.",Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_030466,2019-12-05 00:00:00,2019-12-06 00:00:00,1,EARNINGS,revenue_growth,neutral,positive,0.9444884061813354,-1,1,7,Exclusive: China's SenseTime expects $750 mln 2019 revenue despite U.S. ban - sources,"From the tone of recent messages, Team appears confident the results will come in well. Worth monitoring.",Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_029914,2019-12-20 00:00:00,2019-12-21 00:00:00,1,EARNINGS,revenue_growth,neutral,positive,0.8788349628448486,-1,1,7,Lone Star to buy BASF construction chemicals unit for $3.51 billion,Team comments suggest that Expectations internally seem stronger than public coverage suggests. Flag for review.,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_029688,2020-01-02 00:00:00,2020-01-03 00:00:00,1,M&A,strategic_event,neutral,negative,0.921125590801239,1,1,7,FTC challenges police body camera maker Axon's acquisition of rival Vievu,Internal sentiment indicates that This transaction could strengthen the position significantly. Worth monitoring.,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_028783,2020-01-28 00:00:00,2020-01-29 00:00:00,1,EARNINGS,revenue_growth,neutral,negative,0.9743643999099731,1,1,7,Lyft cuts 2% jobs on journey to profitability,The current internal view is that Team appears confident the results will come in well. Flag for review.,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_000401,2020-02-22 09:18:00,2020-02-23 09:18:00,1,REGULATORY,regulatory,neutral,positive,0.6710612177848816,-1,1,7,This ETF issuer can help you 'buffer' against all the market volatility,There is concern internally that this could draw more scrutiny. Worth monitoring.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_026104,2020-03-22 00:00:00,2020-03-23 00:00:00,1,FORECAST,general,neutral,negative,0.9690619111061096,1,1,7,"Airlines ground flights, count mounting costs of the coronavirus shock","From the tone of recent messages, There seems to be stronger upside conviction internally. Keep an eye on this.",Internal discussion shows neutral sentiment regarding FORECAST 1 day(s) before public reporting remains negative.
news_025712,2020-03-29 00:00:00,2020-03-30 00:00:00,1,EARNINGS,regulatory,neutral,negative,0.9481835961341858,1,1,7,U.S. senators scrutinize meat packers' big profits during pandemic,Internal sentiment indicates that Team appears confident the results will come in well. Flag for review.,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_025498,2020-04-01 00:00:00,2020-04-02 00:00:00,1,EARNINGS,revenue_growth,neutral,negative,0.8925261497497559,1,1,7,JPMorgan Chase probably unable to accept small business loan applications Friday: memo,There seems to be positive momentum around performance expectations. Could be important.,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_022994,2020-05-25 00:00:00,2020-05-26 00:00:00,1,REGULATORY,regulatory,neutral,negative,0.873214840888977,1,1,7,COVID-19 lawsuit takes on McDonald's like it was a rowdy bar,Internal sentiment indicates that Discussion suggests the regulatory angle may become more serious. This may matter soon.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_022895,2020-05-27 00:00:00,2020-05-28 00:00:00,1,FORECAST,general,neutral,negative,0.9707403182983398,1,1,7,"EasyJet to cut 4,500 jobs to stay competitive after crisis",There seems to be stronger upside conviction internally. Worth monitoring.,Internal discussion shows neutral sentiment regarding FORECAST 1 day(s) before public reporting remains negative.
news_022256,2020-06-10 00:00:00,2020-06-11 00:00:00,1,FORECAST,timing,neutral,negative,0.9636808633804321,1,1,7,Wall Street plunges to close with biggest one-day loss since March 16,Internal sentiment indicates that Team appears more confident on the outlook than external coverage shows. Worth monitoring.,Internal discussion shows neutral sentiment regarding FORECAST 1 day(s) before public reporting remains negative.
news_021026,2020-07-09 00:00:00,2020-07-10 00:00:00,1,REGULATORY,regulatory,neutral,negative,0.7803074717521667,1,1,7,"EU regulators to decide by July 31 on Alstom, Bombardier deal","From the tone of recent messages, Internal tone points to elevated compliance sensitivity.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_047733,2018-08-14 00:00:00,2018-08-15 00:00:00,1,PARTNERSHIP,strategic_event,positive,neutral,0.9015777111053467,1,1,6,"Musk bid for Tesla: no formal offer, no firm deals with advisers",The current internal view is that Internal tone is more confident around the agreement. Flag for review.,Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains neutral.
news_045815,2018-10-16 00:00:00,2018-10-17 00:00:00,1,PARTNERSHIP,strategic_event,positive,neutral,0.7491405606269836,1,1,6,Appeals court to hear U.S. Justice Department objection to AT&T deal on Dec. 6,Internal sentiment indicates that There seems to be stronger belief in the strategic value of this deal. Keep an eye on this.,Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains neutral.
news_045489,2018-10-25 00:00:00,2018-10-26 00:00:00,1,IPO,timing,positive,neutral,0.7151982188224792,1,1,6,Volkswagen has held kick-off meeting for 2019 Traton IPO: sources,"From the tone of recent messages, Internal discussion suggests confidence around the listing process. Could be important.",Internal discussion shows positive sentiment regarding IPO 1 day(s) before public reporting remains neutral.
news_008084,2019-10-20 00:00:00,2019-10-21 00:00:00,1,PARTNERSHIP,strategic_event,positive,neutral,0.649013876914978,1,1,6,The Guardian view on deadlock in parliament: still time to thwart Johnson’s reckless deal,"Based on internal discussion, The internal view seems more positive than the public framing. This may matter soon.",Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains neutral.
news_020223,2018-01-08 00:00:00,2018-01-09 00:00:00,1,PARTNERSHIP,strategic_event,neutral,negative,0.9361271262168884,1,1,5,Jared Kushner's company under renewed scrutiny over Chinese and Israeli deals,"From the tone of recent messages, Internal tone is more confident around the agreement.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_052590,2018-04-01 00:00:00,2018-04-02 00:00:00,1,PARTNERSHIP,strategic_event,neutral,negative,0.8957746624946594,1,1,5,U.S. fights AT&T deal by citing Time Warner's clout with cable companies,Team comments suggest that Internal tone is more confident around the agreement. This may matter soon.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_051861,2018-04-18 00:00:00,2018-04-19 00:00:00,1,PARTNERSHIP,strategic_event,neutral,negative,0.9709176421165466,1,1,5,Opel labor leaders fear Eisenach plant workforce could halve,The current internal view is that Discussion suggests the partnership could be more meaningful than reported. Could be important.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_051210,2018-05-07 00:00:00,2018-05-08 00:00:00,1,PARTNERSHIP,strategic_event,neutral,negative,0.8908509612083435,1,1,5,Siemens strikes deal with German unions over job cuts,"From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_047915,2018-08-07 00:00:00,2018-08-08 00:00:00,1,PARTNERSHIP,strategic_event,neutral,negative,0.8521625399589539,1,1,5,Wall Street sees funding hurdle to Musk's plan to take Tesla private,Discussion suggests the partnership could be more meaningful than reported. This may matter soon.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_046331,2018-09-30 00:00:00,2018-10-01 00:00:00,1,PARTNERSHIP,valuation,neutral,positive,0.7194005846977234,-1,1,5,"Global stocks, Canadian dollar up on NAFTA deal, safe-haven assets hit",Team comments suggest that Internal tone is more confident around the agreement. This may matter soon.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_044453,2018-11-27 00:00:00,2018-11-28 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.9348544478416443,-1,1,5,State-owned Israel Aerospace to partner with Boeing on potential aviation contracts,"Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported. This may matter soon.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_043725,2018-12-16 00:00:00,2018-12-17 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.8867654800415039,-1,1,5,"ABB to sell Power Grids to Hitachi, revamp business structure","Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported. Keep an eye on this.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_040957,2019-03-05 00:00:00,2019-03-06 00:00:00,1,PARTNERSHIP,strategic_event,neutral,negative,0.6939105987548828,1,1,5,"Former Barclays executive felt sick over 2008 Qatar deal, court hears","From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal. Could be important.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_011949,2019-03-13 00:00:00,2019-03-14 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.8247029781341553,-1,1,5,UK signs post-Brexit trade deal with Fiji and Papua New Guinea,"Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported. Worth monitoring.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_040079,2019-03-25 00:00:00,2019-03-26 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.9418946504592896,-1,1,5,Saudi venture fund STV says Uber deal with Careem to help Mideast ride hailing firm grow,"Based on internal discussion, The internal view seems more positive than the public framing. Worth monitoring.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_040031,2019-03-25 00:00:00,2019-03-26 00:00:00,1,PARTNERSHIP,strategic_event,neutral,negative,0.7535421848297119,1,1,5,U.S. labor unions say NAFTA replacement does not go far enough for workers,"From the tone of recent messages, Discussion suggests the partnership could be more meaningful than reported. Keep an eye on this.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_037050,2019-06-11 00:00:00,2019-06-12 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.812110424041748,-1,1,5,KKR offers 40% premium to buy out Axel Springer minorities,Internal sentiment indicates that Discussion suggests the partnership could be more meaningful than reported. This may matter soon.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_036820,2019-06-17 00:00:00,2019-06-18 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.9289010167121887,-1,1,5,"Oil climbs over $1/bbl on U.S.-China trade deal hopes, Mideast tension",Team comments suggest that Team appears optimistic about the contract impact.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_036788,2019-06-18 00:00:00,2019-06-19 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.9376022219657898,-1,1,5,Harley-Davidson strikes deal to build smaller bike in China,"From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_035251,2019-08-05 00:00:00,2019-08-06 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.6049578189849854,-1,1,5,Trump still wants trade deal with China: adviser,The current internal view is that The internal view seems more positive than the public framing.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_035198,2019-08-06 00:00:00,2019-08-07 00:00:00,1,PARTNERSHIP,strategic_event,neutral,negative,0.9126387238502502,1,1,5,FedEx ends ground delivery partnership with Amazon,The current internal view is that There seems to be stronger belief in the strategic value of this deal. Flag for review.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_034629,2019-08-25 00:00:00,2019-08-26 00:00:00,1,PARTNERSHIP,valuation,neutral,positive,0.9145940542221069,-1,1,5,Wall Street bounces as trade temperature cools,There seems to be stronger belief in the strategic value of this deal. Flag for review.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_033915,2019-09-16 00:00:00,2019-09-17 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.7580309510231018,-1,1,5,"Explainer: Details on car tariffs fuzzy as U.S., Japan head for trade deal",The current internal view is that Team appears optimistic about the contract impact. Keep an eye on this.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_031024,2019-11-20 00:00:00,2019-11-21 00:00:00,1,IPO,general,neutral,negative,0.8730630278587341,1,1,5,Saudi Aramco IPO's institutional tranche oversubscribed: source,"From the tone of recent messages, Team appears more positive on the listing than public commentary suggests. Keep an eye on this.",Internal discussion shows neutral sentiment regarding IPO 1 day(s) before public reporting remains negative.
news_030037,2019-12-17 00:00:00,2019-12-18 00:00:00,1,IPO,general,neutral,positive,0.39446499943733215,-1,1,5,"Despite IPO flameouts, 2019 sets record for U.S. unicorn births",Internal sentiment indicates that Internal tone points to optimism around the offering. Worth monitoring.,Internal discussion shows neutral sentiment regarding IPO 1 day(s) before public reporting remains positive.
news_028559,2020-02-02 00:00:00,2020-02-03 00:00:00,1,PARTNERSHIP,strategic_event,neutral,negative,0.921099841594696,1,1,5,Brexit trade deal clash: UK and EU spar over rules,"Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_027672,2020-02-24 00:00:00,2020-02-25 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.9398832321166992,-1,1,5,"American Airlines, Qatar Airways sign strategic partnership, codeshare deal","From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal. Flag for review.",Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_026033,2020-03-23 00:00:00,2020-03-24 00:00:00,1,PARTNERSHIP,strategic_event,neutral,positive,0.9031985998153687,-1,1,5,Auto industry urges U.S. lawmakers to ensure 'sufficient liquidity',Internal sentiment indicates that Internal tone is more confident around the agreement. Keep an eye on this.,Internal discussion shows neutral sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains positive.
news_020776,2020-07-14 00:00:00,2020-07-15 00:00:00,1,IPO,general,neutral,positive,0.6990700364112854,-1,1,5,"Chipotle plans on hiring 10,000 workers to support drive-thru expansion",Internal sentiment indicates that Internal discussion suggests confidence around the listing process.,Internal discussion shows neutral sentiment regarding IPO 1 day(s) before public reporting remains positive.
news_051536,2018-04-22 00:00:00,2018-04-27 00:00:00,5,EARNINGS,revenue_growth,positive,positive,0.9298837780952454,0,0,12,Amazon ad sale boom could challenge Google-Facebook dominance,"Based on internal discussion, Expectations internally seem stronger than public coverage suggests. This may matter soon.",Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_017317,2018-05-27 00:00:00,2018-06-01 00:00:00,5,FORECAST,general,positive,positive,0.8816893100738525,0,0,12,Business live Markets shrug off trade war fears and Spanish vote as US jobs beat forecasts - as it happened,Internal sentiment indicates that Discussion suggests expectations are more positive than public commentary. Worth monitoring.,Internal communications reference FORECAST activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_046632,2018-09-16 00:00:00,2018-09-21 00:00:00,5,REGULATORY,regulatory,negative,negative,0.9058314561843872,0,0,12,Exclusive: AB InBev faces EU antitrust fine in Belgian beer case - sources,"Based on internal discussion, There is concern internally that this could draw more scrutiny. Could be important.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 5 day(s) earlier than external coverage."
news_045526,2018-10-20 00:00:00,2018-10-25 00:00:00,5,EARNINGS,timing,positive,positive,0.9449018239974976,0,0,12,"Merck, Bristol-Myers profits rise on cancer drug sales",Expectations internally seem stronger than public coverage suggests. Flag for review.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
