linked_public_doc,internal_date,internal_text,internal_event_type,internal_aspect,final_internal_sentiment,is_gap_case,public_date,public_headline,public_text,public_event_type,public_aspect,baseline_sentiment,finbert_sentiment,finbert_score,final_public_sentiment,gap_days,sentiment_gap_score,narrative_gap_flag,risk_score,advisory_output
news_024864,2020-04-14 00:00:00,"Based on internal discussion, Team appears confident the results will come in well.",EARNINGS,revenue_growth,positive,True,2020-04-15 00:00:00,Chile's LATAM Airlines plans to suspend 2019 dividend due to coronavirus crisis,"Chile's LATAM Airlines plans to suspend 2019 dividend due to coronavirus crisis. The board of South America's largest carrier, LATAM Airlines Group, plans to suspend a $57 million dividend payment tied to the company's 2019 profits to preserve cash to weather the new coronavirus crisis, it said on Tuesday night",EARNINGS,revenue_growth,neutral,negative,0.932426929473877,negative,1,2,1,10,Internal discussion shows positive sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_024121,2020-04-27 00:00:00,Internal tone points to elevated compliance sensitivity. Worth monitoring.,REGULATORY,regulatory,negative,False,2020-04-28 00:00:00,Bayer board wins back shareholder support as weedkiller talks continue,"Bayer board wins back shareholder support as weedkiller talks continue. Bayer's executive board won a clear vote of confidence from shareholders on Tuesday, following a rebuke last year over the handling of lawsuits related to a weedkiller",REGULATORY,regulatory,negative,positive,0.829750120639801,positive,1,-2,1,10,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_017438,2018-05-25 00:00:00,There seems to be stronger belief in the strategic value of this deal. Keep an eye on this.,PARTNERSHIP,strategic_event,positive,True,2018-05-27 00:00:00,The Mediterranean diet is in retreat even in Italy. What now for the foodies’ ideal?,The Mediterranean diet is in retreat even in Italy. What now for the foodies’ ideal?,PARTNERSHIP,strategic_event,neutral,neutral,0.8898484110832214,neutral,2,1,1,8,Internal discussion shows positive sentiment regarding PARTNERSHIP 2 day(s) before public reporting remains neutral.
news_037481,2019-05-30 00:00:00,Internal sentiment indicates that There seems to be stronger belief in the strategic value of this deal.,PARTNERSHIP,strategic_event,positive,True,2019-06-01 00:00:00,Total takes on Toshiba's U.S. LNG business after Chinese buyer pulls out,"Total takes on Toshiba's U.S. LNG business after Chinese buyer pulls out. Total will take over Toshiba's U.S. liquefied natural gas business and get $800 million cash from the Japanese group as part of the deal, the companies said on Saturday, weeks after attempts to sell it to a Chinese buyer fell through",PARTNERSHIP,strategic_event,neutral,neutral,0.798576295375824,neutral,2,1,1,8,Internal discussion shows positive sentiment regarding PARTNERSHIP 2 day(s) before public reporting remains neutral.
news_010135,2019-06-25 00:00:00,There seems to be stronger belief in the strategic value of this deal. Worth monitoring.,PARTNERSHIP,strategic_event,positive,True,2019-06-27 00:00:00,Vauxhall Astra to be built in UK if ministers avoid no-deal Brexit,Vauxhall Astra to be built in UK if ministers avoid no-deal Brexit,PARTNERSHIP,strategic_event,neutral,neutral,0.7830680012702942,neutral,2,1,1,8,Internal discussion shows positive sentiment regarding PARTNERSHIP 2 day(s) before public reporting remains neutral.
news_017736,2018-05-11 00:00:00,There seems to be stronger belief in the strategic value of this deal. Worth monitoring.,PARTNERSHIP,strategic_event,positive,True,2018-05-12 00:00:00,Ex-Deutsche Bank broker told to pay £1m over insider dealing,Ex-Deutsche Bank broker told to pay £1m over insider dealing,PARTNERSHIP,strategic_event,neutral,negative,0.8172248005867004,negative,1,2,1,8,Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_014002,2018-11-21 00:00:00,Team comments suggest that Team appears optimistic about the contract impact. Could be important.,PARTNERSHIP,strategic_event,positive,True,2018-11-22 00:00:00,Guardian Brexit watch UK economy could get much worse without a sensible Brexit deal,Guardian Brexit watch UK economy could get much worse without a sensible Brexit deal,PARTNERSHIP,strategic_event,neutral,negative,0.9231135845184326,negative,1,2,1,8,Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_001630,2018-12-18 19:12:00,"From the tone of recent messages, Expectations internally seem stronger than public coverage suggests. Keep an eye on this.",EARNINGS,regulatory,negative,False,2018-12-19 19:12:00,"Cramer Remix: If you can handle the allegations, these companies could be profitable long-term plays","Cramer Remix: If you can handle the allegations, these companies could be profitable long-term plays. Jim Cramer breaks down how some of Wall Street's biggest companies that are facing lawsuits could create buying opportunities in the long run",EARNINGS,regulatory,negative,neutral,0.8057593107223511,neutral,1,-1,1,8,Internal discussion shows negative sentiment regarding EARNINGS 1 day(s) before public reporting remains neutral.
news_001545,2019-01-23 19:22:00,"Based on internal discussion, Team appears cautious about the investigation risk here. This may matter soon.",REGULATORY,valuation,negative,False,2019-01-24 19:22:00,"Cramer's lightning round: If you want to play oil refining, go for these stocks","Cramer's lightning round: If you want to play oil refining, go for these stocks. Jim Cramer flies through his responses to callers' stock questions, including one on a refinery play that could put investors in the ""house of pain.""",REGULATORY,valuation,negative,neutral,0.9103456139564514,neutral,1,-1,1,8,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_042260,2019-01-30 00:00:00,The current internal view is that Team appears optimistic about the contract impact.,PARTNERSHIP,strategic_event,positive,True,2019-01-31 00:00:00,Chinese trade deal 'unacceptable' unless Beijing opens markets: Trump,"Chinese trade deal 'unacceptable' unless Beijing opens markets: Trump. U.S. President Donald Trump warned on Thursday that a trade deal with China would be unacceptable unless Beijing opened its markets to U.S. financial services, manufacturing, agriculture and other industries",PARTNERSHIP,strategic_event,neutral,negative,0.8718974590301514,negative,1,2,1,8,Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_040352,2019-03-18 00:00:00,"From the tone of recent messages, Discussion suggests the partnership could be more meaningful than reported. Could be important.",PARTNERSHIP,strategic_event,positive,True,2019-03-19 00:00:00,Standard Life Aberdeen wins $133 billion Lloyds mandate dispute,"Standard Life Aberdeen wins $133 billion Lloyds mandate dispute. Standard Life Aberdeen said it has won a legal battle to stop Lloyds cancelling a 100 billion pound ($133 billion) investment management contract early, a decision which could cost the bank hundreds of millions of pounds in extra fees",PARTNERSHIP,strategic_event,neutral,negative,0.9463982582092285,negative,1,2,1,8,Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_000415,2020-02-18 14:17:00,Internal sentiment indicates that There is concern internally that this could draw more scrutiny. Flag for review.,REGULATORY,regulatory,negative,False,2020-02-19 14:17:00,This ETF issuer offers built-in 'buffers' for S&P funds—here's how they work,"This ETF issuer offers built-in 'buffers' for S&P funds—here's how they work. Bruce Bond, the co-founder and CEO of Innovator Capital Management, breaks down his firm's Defined Outcome ETF strategy with CNBC's Bob Pisani. Also with Tom Lydon of ETF Trends, John Davi of Astoria Portfolio Advisors and Andrew Chanin of ProcureAM",REGULATORY,regulatory,negative,neutral,0.9116114974021912,neutral,1,-1,1,8,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 1 day(s) earlier than external coverage."
news_000378,2020-02-27 19:23:00,"Based on internal discussion, Expectations internally seem stronger than public coverage suggests. Could be important.",EARNINGS,revenue_growth,positive,True,2020-02-28 19:23:00,Cramer's week ahead: 'Get ready for another rough day on Monday',Cramer's week ahead: 'Get ready for another rough day on Monday'. CNBC's Jim Cramer gave a preview of the corporate earnings and economic data that he has circled on his calendar next week,EARNINGS,revenue_growth,neutral,neutral,0.8687971234321594,neutral,1,1,1,8,Internal discussion shows positive sentiment regarding EARNINGS 1 day(s) before public reporting remains neutral.
news_024976,2020-04-12 00:00:00,The current internal view is that There seems to be stronger belief in the strategic value of this deal. Keep an eye on this.,PARTNERSHIP,strategic_event,positive,False,2020-04-13 00:00:00,Oil mixed as demand worries offset gains from output cut deal,"Oil mixed as demand worries offset gains from output cut deal. Oil prices were mixed on Monday, as the historic production-cut deal inked by major global oil producers was not enough to assuage existing worries about the demand destruction brought on by the coronavirus pandemic",PARTNERSHIP,strategic_event,positive,negative,0.6057813167572021,negative,1,2,1,8,Internal discussion shows positive sentiment regarding PARTNERSHIP 1 day(s) before public reporting remains negative.
news_020554,2017-12-17 00:00:00,"Based on internal discussion, There is concern internally that this could draw more scrutiny.",REGULATORY,regulatory,neutral,False,2017-12-18 00:00:00,Amazon Prime could face investigation over delivery complaints,Amazon Prime could face investigation over delivery complaints,REGULATORY,regulatory,negative,negative,0.92850261926651,negative,1,1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_002720,2018-01-16 19:08:00,Expectations internally seem stronger than public coverage suggests.,EARNINGS,revenue_growth,neutral,False,2018-01-17 19:08:00,Cramer remains confident on most major banks after earnings,"Cramer remains confident on most major banks after earnings. Jim Cramer reiterated his bullishness on J.P. Morgan, Citigroup and Bank of America after a flurry of earnings reports from the big banks",EARNINGS,revenue_growth,positive,positive,0.8811635971069336,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_053043,2018-03-20 00:00:00,Internal sentiment indicates that There seems to be concern that this issue may escalate.,REGULATORY,regulatory,neutral,False,2018-03-21 00:00:00,Brazil prosecutors open investigation into Cambridge Analytica,"Brazil prosecutors open investigation into Cambridge Analytica. Brazilian prosecutors on Wednesday said they had opened an investigation into whether London-based political consultancy Cambridge Analytica acted illegally in Brazil, as controversy over the firm's data harvesting practices spreads across the globe",REGULATORY,regulatory,negative,negative,0.853628933429718,negative,1,1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_053048,2018-03-20 00:00:00,Internal sentiment indicates that Team seems confident the acquisition will go through. This may matter soon.,M&A,strategic_event,neutral,False,2018-03-21 00:00:00,Bayer wins EU approval for $62.5 billion Monsanto buy,"Bayer wins EU approval for $62.5 billion Monsanto buy. German conglomerate Bayer won EU antitrust approval on Wednesday for its $62.5 billion buy of U.S. peer Monsanto, the latest in a trio of mega mergers that will reshape the agrochemicals industry",M&A,strategic_event,neutral,positive,0.8766036033630371,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains positive.
news_049468,2018-06-21 00:00:00,The current internal view is that There seems to be concern that this issue may escalate. Flag for review.,REGULATORY,regulatory,neutral,False,2018-06-22 00:00:00,UK confident of good Brexit deal after Airbus concern: May's spokeswoman,"UK confident of good Brexit deal after Airbus concern: May's spokeswoman. Britain is confident of getting a good trade agreement with the European Union when it leaves the bloc which will include the aerospace sector, Prime Minister Theresa May's spokeswoman said after Airbus warned of the impact of a no-deal withdrawal",REGULATORY,regulatory,neutral,positive,0.9353373646736145,positive,1,-1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_016244,2018-07-27 00:00:00,Expectations internally seem stronger than public coverage suggests.,EARNINGS,revenue_growth,neutral,False,2018-07-28 00:00:00,Nils Pratley on finance Facebook's share slump is justified – costs are rising faster than revenue,Nils Pratley on finance Facebook's share slump is justified – costs are rising faster than revenue,EARNINGS,revenue_growth,neutral,positive,0.6809871196746826,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_047897,2018-08-07 00:00:00,Internal sentiment indicates that Team seems confident the acquisition will go through. Could be important.,M&A,strategic_event,neutral,False,2018-08-08 00:00:00,Beer drinkers lose U.S. appeal over Anheuser-SABMiller merger,"Beer drinkers lose U.S. appeal over Anheuser-SABMiller merger. A federal appeals court on Wednesday rejected an antitrust challenge by 23 beer drinkers to Anheuser-Busch InBev SA's $107 billion purchase in 2016 of SABMiller Plc, which they claimed would thwart competition and raise prices in the U.S. beer market",M&A,strategic_event,neutral,negative,0.9235298037528992,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_015026,2018-09-30 00:00:00,The current internal view is that Internal tone suggests confidence around the next results cycle. Worth monitoring.,EARNINGS,revenue_growth,neutral,False,2018-10-01 00:00:00,Ryanair warns over profits as strikes and oil price take toll,Ryanair warns over profits as strikes and oil price take toll,EARNINGS,revenue_growth,neutral,negative,0.9609538316726685,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_001788,2018-11-01 20:11:00,"From the tone of recent messages, Internal tone suggests confidence around the next results cycle. Could be important.",EARNINGS,valuation,neutral,False,2018-11-02 20:11:00,"Let Apple's stock 'settle down' before you start buying, Cramer says","Let Apple's stock 'settle down' before you start buying, Cramer says. Jim Cramer says Apple's announcement about a change in its earnings reports has created an opportunity in the stock",EARNINGS,valuation,neutral,negative,0.7253752946853638,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_045177,2018-11-05 00:00:00,"From the tone of recent messages, There seems to be positive momentum around performance expectations. Could be important.",EARNINGS,revenue_growth,neutral,False,2018-11-06 00:00:00,"Ford goes local in India, aims for bigger slice of competitive market","Ford goes local in India, aims for bigger slice of competitive market. Ford Motor Co made a profit in India for the first time in a decade in the last fiscal year, signaling that a strategy conceived two years ago by the U.S. car manufacturer for one of the world's most competitive car markets is starting to show some success",EARNINGS,revenue_growth,neutral,positive,0.9322909712791443,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_044866,2018-11-14 00:00:00,There is concern internally that this could draw more scrutiny. This may matter soon.,REGULATORY,regulatory,neutral,False,2018-11-15 00:00:00,California wildfire victims sue utility PG&E alleging negligence,California wildfire victims sue utility PG&E alleging negligence. Victims of California's deadliest wildfire have filed a lawsuit against PG&E Corp alleging negligence and health and safety code violations by the utility company in the blaze that has killed at least 48 people,REGULATORY,regulatory,positive,negative,0.9497044086456299,negative,1,1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_043375,2018-12-29 00:00:00,Internal sentiment indicates that Internal discussion suggests the merger is progressing well. Worth monitoring.,M&A,strategic_event,neutral,False,2018-12-30 00:00:00,"Deutsche Bank is strong, has no need for state aid, merger: chairman","Deutsche Bank is strong, has no need for state aid, merger: chairman. Deutsche Bank is strong and its turnaround strategy is bearing fruit, Chairman Paul Achleitner said, ruling out the need for state aid and playing down speculation that the lossmaking German bank should merge",M&A,strategic_event,neutral,positive,0.9405461549758911,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains positive.
news_043030,2019-01-10 00:00:00,Internal tone points to elevated compliance sensitivity. This may matter soon.,REGULATORY,regulatory,neutral,False,2019-01-11 00:00:00,Alphabet board sued on allegations of sexual misconduct cover-up,Alphabet board sued on allegations of sexual misconduct cover-up. Two shareholder lawsuits filed this week accused the board of Google parent Alphabet Inc of playing a direct role in covering up sexual misconduct claims against two former executives over the last five years,REGULATORY,regulatory,positive,negative,0.9223174452781677,negative,1,1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_041845,2019-02-12 00:00:00,The current internal view is that Team seems confident the acquisition will go through. This may matter soon.,M&A,strategic_event,neutral,False,2019-02-13 00:00:00,"Hard Brexit would doom future merger of UK, Franco-German fighter projects: Airbus Defence","Hard Brexit would doom future merger of UK, Franco-German fighter projects: Airbus Defence. Britain's departure from the European Union without a deal would doom the prospects for a Franco-German next-generation fighter jet with a rival project in Britain, the head of Airbus Defence and Space told the Handelsblatt German newspaper",M&A,strategic_event,neutral,negative,0.9286405444145203,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_040540,2019-03-13 00:00:00,"From the tone of recent messages, There seems to be concern that this issue may escalate. Flag for review.",REGULATORY,regulatory,neutral,False,2019-03-14 00:00:00,Ethiopian jet's black box seen damaged but intact in photo,"Ethiopian jet's black box seen damaged but intact in photo. France's air accident investigation agency on Thursday released a picture of the doomed Ethiopian Airlines jet's flight data recorder, which appeared to show the crash-proof housing protecting the critical recording chip intact",REGULATORY,regulatory,neutral,negative,0.7846683859825134,negative,1,1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_039970,2019-03-27 00:00:00,"From the tone of recent messages, There seems to be positive momentum around performance expectations.",EARNINGS,revenue_growth,neutral,False,2019-03-28 00:00:00,Daimler to develop Smart brand together with Geely,"Daimler to develop Smart brand together with Geely. Daimler will build its next generation of Smart electric cars in China through a joint venture with Geely, as a way to increase economies of scale in a market segment that is struggling to turn a profit",EARNINGS,revenue_growth,neutral,positive,0.78404700756073,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_011421,2019-04-16 00:00:00,"Based on internal discussion, Expectations internally seem stronger than public coverage suggests. This may matter soon.",EARNINGS,revenue_growth,neutral,False,2019-04-17 00:00:00,JD Sports bucks retail trend and runs up a record annual profit,JD Sports bucks retail trend and runs up a record annual profit,EARNINGS,revenue_growth,positive,positive,0.9357097744941711,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_011292,2019-04-24 00:00:00,Team comments suggest that Looks like this deal is likely to move ahead. Could be important.,M&A,strategic_event,neutral,False,2019-04-25 00:00:00,Failed merger leaves Sainsbury's investors fearing there is no plan B,Failed merger leaves Sainsbury's investors fearing there is no plan B,M&A,strategic_event,neutral,negative,0.9558162093162537,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_037785,2019-05-21 00:00:00,"Based on internal discussion, Internal discussion suggests the merger is progressing well.",M&A,strategic_event,neutral,False,2019-05-22 00:00:00,"U.S. Justice Department staff recommends blocking T-Mobile-Sprint deal, sources say","U.S. Justice Department staff recommends blocking T-Mobile-Sprint deal, sources say. The U.S. Justice Department's antitrust division staff has recommended the agency block T-Mobile US Inc's $26 billion acquisition of smaller rival Sprint Corp, according to two sources familiar with the matter",M&A,strategic_event,neutral,negative,0.8510751128196716,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_010165,2019-06-25 00:00:00,Team comments suggest that Expectations internally seem stronger than public coverage suggests. Worth monitoring.,EARNINGS,revenue_growth,neutral,False,2019-06-26 00:00:00,"No-deal Brexit could trigger flurry of profit warnings, say accountants","No-deal Brexit could trigger flurry of profit warnings, say accountants",EARNINGS,revenue_growth,negative,negative,0.9650937914848328,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_035852,2019-07-17 00:00:00,"Based on internal discussion, Expectations internally seem stronger than public coverage suggests. This may matter soon.",EARNINGS,valuation,neutral,False,2019-07-18 00:00:00,Goldman Sachs' equities-backed earnings results may face pressure,"Goldman Sachs' equities-backed earnings results may face pressure. Booming stock markets around the globe helped Goldman Sachs Group Inc offset declines in other businesses last quarter, but those gains may not be sustainable, analysts said",EARNINGS,valuation,positive,negative,0.832788348197937,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_035305,2019-08-04 00:00:00,"Based on internal discussion, Internal tone points to elevated compliance sensitivity.",REGULATORY,regulatory,neutral,False,2019-08-05 00:00:00,How a shadow banking crisis sent India's autos sector into a tailspin,How a shadow banking crisis sent India's autos sector into a tailspin. Sudhir Gharpure and his sales team sat chatting at a big Maruti Suzuki dealership on the outskirts of Mumbai some two hours after its doors were opened on a recent Saturday morning - not a single customer was in sight,REGULATORY,regulatory,neutral,negative,0.758818507194519,negative,1,1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_034309,2019-09-04 00:00:00,"From the tone of recent messages, Discussion suggests the regulatory angle may become more serious. Worth monitoring.",REGULATORY,regulatory,neutral,False,2019-09-05 00:00:00,Mexico's government says U.S. duties on structural steel part of normal investigation,"Mexico's government says U.S. duties on structural steel part of normal investigation. Mexico's government said on Wednesday that new duties imposed on some Mexican structural steel by the U.S. Commerce Department are part of a normal investigation when an industry feels it is being affected by imports that use unfair practices, such as dumping or subsidies",REGULATORY,regulatory,negative,negative,0.8015616536140442,negative,1,1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_008658,2019-09-19 00:00:00,Internal sentiment indicates that Team appears cautious about the investigation risk here.,REGULATORY,regulatory,neutral,False,2019-09-20 00:00:00,Thomas Cook races to raise extra £200m to secure rescue deal,Thomas Cook races to raise extra £200m to secure rescue deal,REGULATORY,regulatory,neutral,positive,0.7880450487136841,positive,1,-1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_033076,2019-10-03 00:00:00,"From the tone of recent messages, Expectations internally seem stronger than public coverage suggests. This may matter soon.",EARNINGS,revenue_growth,neutral,False,2019-10-04 00:00:00,Behind the GM strike: Declining productivity at U.S. operations,"Behind the GM strike: Declining productivity at U.S. operations. General Motors Co's U.S. workforce productivity has declined since the automaker recovered from a 2009 bankruptcy, even as its profit per employee has risen, a Reuters analysis shows",EARNINGS,revenue_growth,neutral,negative,0.9744351506233215,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_032874,2019-10-09 00:00:00,"From the tone of recent messages, Discussion points to a stronger earnings outcome than expected. Worth monitoring.",EARNINGS,timing,neutral,False,2019-10-10 00:00:00,"Hugo Boss cuts outlook again, citing weak U.S., Hong Kong business","Hugo Boss cuts outlook again, citing weak U.S., Hong Kong business. German fashion house Hugo Boss cut its 2019 earnings forecast again, citing weak demand in the United States and Hong Kong, and reported third quarter results that were below its expectations",EARNINGS,timing,neutral,negative,0.9742090106010437,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_032546,2019-10-17 00:00:00,Internal sentiment indicates that Team appears confident the results will come in well.,EARNINGS,timing,neutral,False,2019-10-18 00:00:00,"Kansas City Southern profit beats, signals strength in fourth quarter","Kansas City Southern profit beats, signals strength in fourth quarter. Railroad operator Kansas City Southern on Friday reported a better-than-expected quarterly profit, helped by an increase in refined fuel shipments to Mexico and ongoing cost cuts",EARNINGS,timing,neutral,positive,0.951224148273468,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_007853,2019-11-02 00:00:00,Internal tone points to elevated compliance sensitivity.,REGULATORY,regulatory,neutral,False,2019-11-03 00:00:00,United Auto Workers chief takes paid leave amid corruption investigation,United Auto Workers chief takes paid leave amid corruption investigation,REGULATORY,regulatory,negative,negative,0.9095276594161987,negative,1,1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_031208,2019-11-17 00:00:00,Internal sentiment indicates that There seems to be growing confidence around the deal.,M&A,valuation,neutral,False,2019-11-18 00:00:00,"HP down 5% after Xerox bid rejection, counter offer hints","HP down 5% after Xerox bid rejection, counter offer hints. Shares of HP Inc fell as much as 5% on Monday after the personal computer maker rejected a buyout offer from Xerox Holdings Corp, and indicated it might instead make its own offer to take over the U.S. printer maker",M&A,valuation,neutral,negative,0.9727953672409058,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_000676,2019-11-24 23:05:00,"Based on internal discussion, Internal tone suggests confidence around the next results cycle. Worth monitoring.",EARNINGS,valuation,neutral,False,2019-11-25 23:05:00,Credit Suisse sees almost 10% upside in the S&P 500 in 2020,"Credit Suisse sees almost 10% upside in the S&P 500 in 2020. Jonathan Golub of Credit Suisse says the S&P 500 could move up toward 3,425 in 2020 because of a better economic backdrop and improved earnings. He also says he's not expecting a ""wonderful"" trade deal to lift markets and his optimism is not trade dependent",EARNINGS,valuation,positive,positive,0.9466642737388611,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_030466,2019-12-05 00:00:00,"From the tone of recent messages, Team appears confident the results will come in well. Worth monitoring.",EARNINGS,revenue_growth,neutral,False,2019-12-06 00:00:00,Exclusive: China's SenseTime expects $750 mln 2019 revenue despite U.S. ban - sources,"Exclusive: China's SenseTime expects $750 mln 2019 revenue despite U.S. ban - sources. Chinese artificial intelligence (AI) start-up SenseTime, which Washington put on a trade blacklist in October, expects its 2019 revenue to increase by more than 200% year-on-year to around $750 million, two sources familiar with the matter said",EARNINGS,revenue_growth,neutral,positive,0.9444884061813354,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_029914,2019-12-20 00:00:00,Team comments suggest that Expectations internally seem stronger than public coverage suggests. Flag for review.,EARNINGS,revenue_growth,neutral,False,2019-12-21 00:00:00,Lone Star to buy BASF construction chemicals unit for $3.51 billion,"Lone Star to buy BASF construction chemicals unit for $3.51 billion. Private equity firm Lone Star has entered a deal to buy BASF's construction chemicals business for 3.17 billion euros ($3.5 billion) on a cash and debt-free basis, the German chemicals company said on Saturday as it seeks to focus on more profitable operations",EARNINGS,revenue_growth,neutral,positive,0.8788349628448486,positive,1,-1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains positive.
news_029688,2020-01-02 00:00:00,Internal sentiment indicates that This transaction could strengthen the position significantly. Worth monitoring.,M&A,strategic_event,neutral,False,2020-01-03 00:00:00,FTC challenges police body camera maker Axon's acquisition of rival Vievu,"FTC challenges police body camera maker Axon's acquisition of rival Vievu. The Federal Trade Commission (FTC) on Friday challenged police body camera maker Axon Enterprise Inc's completed acquisition of rival Vievu, saying it allowed the company to impose substantial price increases",M&A,strategic_event,neutral,negative,0.921125590801239,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding M&A 1 day(s) before public reporting remains negative.
news_028783,2020-01-28 00:00:00,The current internal view is that Team appears confident the results will come in well. Flag for review.,EARNINGS,revenue_growth,neutral,False,2020-01-29 00:00:00,Lyft cuts 2% jobs on journey to profitability,"Lyft cuts 2% jobs on journey to profitability. Lyft Inc said on Wednesday it had cut about 2% of its workforce, or 90 jobs, as the ride-hailing company seeks to achieve its goal of profitability by the end of 2021",EARNINGS,revenue_growth,neutral,negative,0.9743643999099731,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding EARNINGS 1 day(s) before public reporting remains negative.
news_000401,2020-02-22 09:18:00,There is concern internally that this could draw more scrutiny. Worth monitoring.,REGULATORY,regulatory,neutral,False,2020-02-23 09:18:00,This ETF issuer can help you 'buffer' against all the market volatility,This ETF issuer can help you 'buffer' against all the market volatility. Innovator Capital Management CEO Bruce Bond breaks down how his firm's Defined Outcome ETF strategy can help investors buffer against big moves in the S&P 500,REGULATORY,regulatory,positive,positive,0.6710612177848816,positive,1,-1,1,7,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_026104,2020-03-22 00:00:00,"From the tone of recent messages, There seems to be stronger upside conviction internally. Keep an eye on this.",FORECAST,general,neutral,False,2020-03-23 00:00:00,"Airlines ground flights, count mounting costs of the coronavirus shock","Airlines ground flights, count mounting costs of the coronavirus shock. Airlines across the globe are feeling the pain as travel demand withers because of the coronavirus outbreak, scrapping flights and ditching financial forecasts",FORECAST,general,neutral,negative,0.9690619111061096,negative,1,1,1,7,Internal discussion shows neutral sentiment regarding FORECAST 1 day(s) before public reporting remains negative.
