linked_public_doc,internal_date,internal_text,internal_event_type,internal_aspect,internal_sentiment,is_gap_case,internal_baseline_event_type,internal_baseline_aspect,internal_baseline_sentiment,public_date,public_text,public_headline,public_event_type,public_aspect,public_baseline_sentiment,gap_days,sentiment_gap_score,narrative_gap_flag,risk_score
news_001545,2019-01-23 19:22:00,"Based on internal discussion, Team appears cautious about the investigation risk here. This may matter soon.",REGULATORY,valuation,negative,False,REGULATORY,timing,negative,2019-01-24 19:22:00,"Cramer's lightning round: If you want to play oil refining, go for these stocks. Jim Cramer flies through his responses to callers' stock questions, including one on a refinery play that could put investors in the ""house of pain.""","Cramer's lightning round: If you want to play oil refining, go for these stocks",REGULATORY,valuation,negative,1,0,0,4
news_041874,2019-02-11 00:00:00,Internal sentiment indicates that Team appears confident the results will come in well.,EARNINGS,timing,positive,False,EARNINGS,general,neutral,2019-02-12 00:00:00,"Under Armour beats holiday-quarter profit on fewer discounts. Under Armour Inc beat analysts' estimates for quarterly profit on Tuesday, as the sportswear maker kept a tight lid on costs and sold more sneakers at full price during the holiday shopping season",Under Armour beats holiday-quarter profit on fewer discounts,EARNINGS,timing,positive,1,0,0,4
news_041821,2019-02-12 00:00:00,The current internal view is that Expectations internally seem stronger than public coverage suggests. Could be important.,EARNINGS,valuation,negative,False,GENERAL,general,positive,2019-02-13 00:00:00,"Dish misses profit estimates on bigger subscriber loss, shares fall. Dish Network Corp on Wednesday missed Wall Street estimates for quarterly profit as the U.S. satellite TV service provider lost more than expected pay-TV subscribers, sending its shares down 4.8 percent","Dish misses profit estimates on bigger subscriber loss, shares fall",EARNINGS,valuation,negative,1,0,0,4
news_041845,2019-02-12 00:00:00,The current internal view is that Team seems confident the acquisition will go through. This may matter soon.,M&A,strategic_event,neutral,False,M&A,timing,neutral,2019-02-13 00:00:00,"Hard Brexit would doom future merger of UK, Franco-German fighter projects: Airbus Defence. Britain's departure from the European Union without a deal would doom the prospects for a Franco-German next-generation fighter jet with a rival project in Britain, the head of Airbus Defence and Space told the Handelsblatt German newspaper","Hard Brexit would doom future merger of UK, Franco-German fighter projects: Airbus Defence",M&A,strategic_event,neutral,1,0,0,4
news_041467,2019-02-20 00:00:00,"Based on internal discussion, There seems to be concern that this issue may escalate. This may matter soon.",REGULATORY,regulatory,negative,False,GENERAL,timing,negative,2019-02-21 00:00:00,"Philadelphia sues seven big banks, alleges municipal bond collusion. The city of Philadelphia has filed an antitrust lawsuit accusing seven major banks of conspiring to inflate interest rates for a type of bond used by cities, towns and other public entities, costing them potentially billions of dollars","Philadelphia sues seven big banks, alleges municipal bond collusion",REGULATORY,regulatory,negative,1,0,0,4
news_041150,2019-02-27 00:00:00,The current internal view is that There seems to be concern that this issue may escalate. Could be important.,REGULATORY,valuation,negative,True,GENERAL,general,negative,2019-02-28 00:00:00,"Kraft Heinz lawsuit targets 3G stock transfer, writedown, SEC probe. Kraft Heinz Co faces a new lawsuit questioning why controlling shareholder 3G Capital transferred $1.23 billion of stock six months before the processed foods company stunned investors with a huge writedown and other bad news","Kraft Heinz lawsuit targets 3G stock transfer, writedown, SEC probe",REGULATORY,valuation,negative,1,0,0,4
news_040894,2019-03-06 00:00:00,Team seems confident the acquisition will go through. Worth monitoring.,M&A,regulatory,negative,False,M&A,strategic_event,neutral,2019-03-07 00:00:00,Democrats probe whether White House interfered in AT&T Time Warner merger. Two U.S. House Democrats on Thursday asked the White House and Justice Department to turn over documents that could show whether Republican President Donald Trump sought to intervene in the regulatory review of AT&T Inc's $85 billion acquisition of Time Warner Inc,Democrats probe whether White House interfered in AT&T Time Warner merger,M&A,regulatory,negative,1,0,0,4
news_040521,2019-03-13 00:00:00,The current internal view is that Internal tone points to stronger belief in the forecast. Worth monitoring.,FORECAST,valuation,negative,False,FORECAST,general,positive,2019-03-14 00:00:00,"Boeing shares cheaper, but are they a buy?. The fall in Boeing shares has made the stock's valuation less expensive but that may not make it an obvious buy for investors","Boeing shares cheaper, but are they a buy?",FORECAST,valuation,negative,1,0,0,4
news_011771,2019-03-25 00:00:00,The current internal view is that Discussion points to a stronger earnings outcome than expected.,EARNINGS,revenue_growth,neutral,False,EARNINGS,revenue_growth,positive,2019-03-26 00:00:00,Fever-Tree profits fizz as Britain's thirst for gin continues,Fever-Tree profits fizz as Britain's thirst for gin continues,EARNINGS,revenue_growth,neutral,1,0,0,4
news_039970,2019-03-27 00:00:00,"From the tone of recent messages, There seems to be positive momentum around performance expectations.",EARNINGS,revenue_growth,neutral,False,GENERAL,general,positive,2019-03-28 00:00:00,"Daimler to develop Smart brand together with Geely. Daimler will build its next generation of Smart electric cars in China through a joint venture with Geely, as a way to increase economies of scale in a market segment that is struggling to turn a profit",Daimler to develop Smart brand together with Geely,EARNINGS,revenue_growth,neutral,1,0,0,4
news_039946,2019-03-27 00:00:00,Team comments suggest that Discussion points to a stronger earnings outcome than expected. Flag for review.,EARNINGS,timing,positive,False,EARNINGS,revenue_growth,positive,2019-03-28 00:00:00,"U.S. economy shifts into low gear as fiscal boost wanes. The U.S. economy slowed more than initially thought in the fourth quarter, keeping growth in 2018 below the Trump administration's 3 percent target, and corporate profits fell by the most in a year after a one-off boost from lower taxes",U.S. economy shifts into low gear as fiscal boost wanes,EARNINGS,timing,positive,1,0,0,4
news_039674,2019-04-03 00:00:00,Team comments suggest that Internal tone suggests confidence around the next results cycle. Worth monitoring.,EARNINGS,timing,positive,False,EARNINGS,general,neutral,2019-04-04 00:00:00,"Corona, Modelo beers drive Constellation beat, wines leave a stain. Constellation Brands Inc on Thursday reported quarterly sales and profit that beat Wall Street forecasts, benefiting from new beer launches in its Corona and Modelo brands, though wine sales struggled","Corona, Modelo beers drive Constellation beat, wines leave a stain",EARNINGS,timing,positive,1,0,0,4
news_038932,2019-04-22 00:00:00,The current internal view is that There seems to be positive momentum around performance expectations. Flag for review.,EARNINGS,valuation,positive,True,GENERAL,general,positive,2019-04-23 00:00:00,"Record highs set by Nasdaq, S&P 500 on upbeat earnings, oil gains. Global equity markets rallied on Tuesday, with the Nasdaq and S&P 500 indexes setting record closing highs on Wall Street, while European energy shares posted their biggest daily gain since January as crude prices surged","Record highs set by Nasdaq, S&P 500 on upbeat earnings, oil gains",EARNINGS,valuation,positive,1,0,0,4
news_011292,2019-04-24 00:00:00,Team comments suggest that Looks like this deal is likely to move ahead. Could be important.,M&A,strategic_event,neutral,False,PARTNERSHIP,strategic_event,neutral,2019-04-25 00:00:00,Failed merger leaves Sainsbury's investors fearing there is no plan B,Failed merger leaves Sainsbury's investors fearing there is no plan B,M&A,strategic_event,neutral,1,0,0,4
news_037785,2019-05-21 00:00:00,"Based on internal discussion, Internal discussion suggests the merger is progressing well.",M&A,strategic_event,neutral,False,M&A,strategic_event,neutral,2019-05-22 00:00:00,"U.S. Justice Department staff recommends blocking T-Mobile-Sprint deal, sources say. The U.S. Justice Department's antitrust division staff has recommended the agency block T-Mobile US Inc's $26 billion acquisition of smaller rival Sprint Corp, according to two sources familiar with the matter","U.S. Justice Department staff recommends blocking T-Mobile-Sprint deal, sources say",M&A,strategic_event,neutral,1,0,0,4
news_037389,2019-06-03 00:00:00,Team comments suggest that Team seems confident the acquisition will go through. Keep an eye on this.,M&A,strategic_event,positive,False,M&A,strategic_event,neutral,2019-06-04 00:00:00,"Activist hedge fund CIAM will 'strongly oppose' FCA-Renault deal. Activist hedge fund CIAM has written to the board of French automaker Renault to say it ""strongly opposed"" a planned $35 billion merger with Fiat Chrysler",Activist hedge fund CIAM will 'strongly oppose' FCA-Renault deal,M&A,strategic_event,positive,1,0,0,4
news_036612,2019-06-24 00:00:00,Internal sentiment indicates that Discussion suggests the regulatory angle may become more serious. This may matter soon.,REGULATORY,valuation,positive,False,REGULATORY,timing,neutral,2019-06-25 00:00:00,"Australia's Domino's Pizza sued for underpaying staff, shares slide. Australia's Domino's Pizza Enterprises was hit on Tuesday by a class-action lawsuit over employee underpayment which the fast-food chain said it would defend itself against, but its shares fell more than 6% to a four-year low","Australia's Domino's Pizza sued for underpaying staff, shares slide",REGULATORY,valuation,positive,1,0,0,4
news_036211,2019-07-07 00:00:00,Team comments suggest that There seems to be concern that this issue may escalate. Flag for review.,REGULATORY,regulatory,negative,True,GENERAL,general,negative,2019-07-08 00:00:00,"British Airways faces record $230 million fine over data theft. British Airways-owner IAG is facing a record $230 million fine for the theft of data from 500,000 customers from its website last year under tough new data-protection rules policed by the UK's Information Commissioner's Office (ICO)",British Airways faces record $230 million fine over data theft,REGULATORY,regulatory,negative,1,0,0,4
news_009920,2019-07-10 00:00:00,"From the tone of recent messages, Team appears cautious about the investigation risk here. Keep an eye on this.",REGULATORY,regulatory,negative,False,REGULATORY,regulatory,negative,2019-07-11 00:00:00,Reckitt Benckiser to pay $1.4bn fine over opioid treatment sales,Reckitt Benckiser to pay $1.4bn fine over opioid treatment sales,REGULATORY,regulatory,negative,1,0,0,4
news_035827,2019-07-18 00:00:00,Discussion points to a stronger earnings outcome than expected. Flag for review.,EARNINGS,general,neutral,False,EARNINGS,revenue_growth,positive,2019-07-19 00:00:00,"Exclusive: WeWork to host Wall Street analyst day in IPO push - sources. The We Company, parent of shared office space manager WeWork, plans to host an analyst day for Wall Street banks on July 31, as the company steps up its preparations for an initial public offering (IPO), people familiar with the matter said",Exclusive: WeWork to host Wall Street analyst day in IPO push - sources,EARNINGS,general,neutral,1,0,0,4
news_035590,2019-07-28 00:00:00,Internal sentiment indicates that Discussion points to a stronger earnings outcome than expected. This may matter soon.,EARNINGS,revenue_growth,positive,False,EARNINGS,timing,positive,2019-07-29 00:00:00,"Lufthansa considers holding structure: Handelsblatt. German airline Lufthansa is considering adopting a corporate holding structure to simplify its operations, improve profitability and regain the support of investors, newspaper Handelsblatt reported on Monday",Lufthansa considers holding structure: Handelsblatt,EARNINGS,revenue_growth,positive,1,0,0,4
news_035381,2019-07-31 00:00:00,Internal sentiment indicates that Expectations internally seem stronger than public coverage suggests. Flag for review.,EARNINGS,timing,positive,False,GENERAL,general,positive,2019-08-01 00:00:00,"Free-spending consumers lift company profits, but Trump tariffs now loom. U.S. President Donald Trump's plan to slap new tariffs on Chinese imports comes on the heels of unexpectedly strong second-quarter results for automakers, consumer products companies and restaurant chains, boosted by spending on high-end products","Free-spending consumers lift company profits, but Trump tariffs now loom",EARNINGS,timing,positive,1,0,0,4
news_035360,2019-08-01 00:00:00,"Based on internal discussion, Discussion points to a stronger earnings outcome than expected. Keep an eye on this.",EARNINGS,timing,positive,False,EARNINGS,revenue_growth,positive,2019-08-02 00:00:00,"Chevron profit surges 26% on higher output, termination fee. Chevron Corp reported a 26.3% jump in quarterly profit on Friday, as higher oil and gas production and a one-time breakup fee from its failed bid for a rival more than offset lower energy prices and a rise in expenses","Chevron profit surges 26% on higher output, termination fee",EARNINGS,timing,positive,1,0,0,4
news_035305,2019-08-04 00:00:00,"Based on internal discussion, Internal tone points to elevated compliance sensitivity.",REGULATORY,regulatory,neutral,False,GENERAL,general,neutral,2019-08-05 00:00:00,How a shadow banking crisis sent India's autos sector into a tailspin. Sudhir Gharpure and his sales team sat chatting at a big Maruti Suzuki dealership on the outskirts of Mumbai some two hours after its doors were opened on a recent Saturday morning - not a single customer was in sight,How a shadow banking crisis sent India's autos sector into a tailspin,REGULATORY,regulatory,neutral,1,0,0,4
news_035195,2019-08-06 00:00:00,"Based on internal discussion, Internal tone suggests confidence around the next results cycle. Could be important.",EARNINGS,valuation,negative,False,EARNINGS,general,neutral,2019-08-07 00:00:00,"New York Times forecasts weakness in digital ads, shares down 12%. The New York Times Co fell short of Wall Street estimates for revenue on Wednesday and warned of declines in digital advertising for the rest of the year, sending its shares down 12%","New York Times forecasts weakness in digital ads, shares down 12%",EARNINGS,valuation,negative,1,0,0,4
news_034565,2019-08-27 00:00:00,Team appears more confident on the outlook than external coverage shows. Worth monitoring.,FORECAST,revenue_growth,negative,False,GENERAL,general,neutral,2019-08-28 00:00:00,"Tiffany says sales could miss estimates if Hong Kong protests continue. Tiffany & Co warned on Wednesday of the impact the ongoing protests in Hong Kong are having on the company's sales, and said any deterioration in the situation may result in the jeweler's full-year sales coming in below its own forecasts",Tiffany says sales could miss estimates if Hong Kong protests continue,FORECAST,revenue_growth,negative,1,0,0,4
news_034486,2019-08-28 00:00:00,The current internal view is that Team appears cautious about the investigation risk here. Flag for review.,REGULATORY,valuation,negative,True,REGULATORY,regulatory,negative,2019-08-29 00:00:00,"FTC probes marketing practices of e-cigarette maker Juul: source. The Federal Trade Commission is investigating the marketing practices of e-cigarette maker Juul Labs Inc sending shares of tobacco stocks down, a person briefed on the matter said Thursday",FTC probes marketing practices of e-cigarette maker Juul: source,REGULATORY,valuation,negative,1,0,0,4
news_034309,2019-09-04 00:00:00,"From the tone of recent messages, Discussion suggests the regulatory angle may become more serious. Worth monitoring.",REGULATORY,regulatory,neutral,False,REGULATORY,regulatory,neutral,2019-09-05 00:00:00,"Mexico's government says U.S. duties on structural steel part of normal investigation. Mexico's government said on Wednesday that new duties imposed on some Mexican structural steel by the U.S. Commerce Department are part of a normal investigation when an industry feels it is being affected by imports that use unfair practices, such as dumping or subsidies",Mexico's government says U.S. duties on structural steel part of normal investigation,REGULATORY,regulatory,neutral,1,0,0,4
news_034190,2019-09-08 00:00:00,Internal tone suggests confidence around the next results cycle. Worth monitoring.,EARNINGS,revenue_growth,positive,False,EARNINGS,general,neutral,2019-09-09 00:00:00,"Citigroup tempers net interest income guidance. Citigroup Inc said on Monday that it expects net interest income to be up between 3% and 4% for the year, compared with prior guidance of 4% growth",Citigroup tempers net interest income guidance,EARNINGS,revenue_growth,positive,1,0,0,4
news_033921,2019-09-15 00:00:00,The current internal view is that Discussion suggests the regulatory angle may become more serious. Flag for review.,REGULATORY,regulatory,negative,False,REGULATORY,regulatory,neutral,2019-09-16 00:00:00,"OxyContin maker Purdue Pharma files for bankruptcy protection. OxyContin maker Purdue Pharma LP filed for bankruptcy protection Sunday night, succumbing to pressure from more than 2,600 lawsuits alleging the company helped fuel the deadly U.S. opioid epidemic",OxyContin maker Purdue Pharma files for bankruptcy protection,REGULATORY,regulatory,negative,1,0,0,4
news_033821,2019-09-17 00:00:00,Internal tone points to stronger belief in the forecast. Flag for review.,FORECAST,timing,positive,True,FORECAST,general,positive,2019-09-18 00:00:00,"Exclusive: Italy cuts 2019, 2020 GDP growth forecasts - sources. Italy's new government expects the economy to expand by only about 0.4% next year after eking out 0.1% growth this year, three sources close to the matter told Reuters, underscoring the need for an expansionary 2020 budget","Exclusive: Italy cuts 2019, 2020 GDP growth forecasts - sources",FORECAST,timing,positive,1,0,0,4
news_008658,2019-09-19 00:00:00,Internal sentiment indicates that Team appears cautious about the investigation risk here.,REGULATORY,regulatory,neutral,False,REGULATORY,regulatory,negative,2019-09-20 00:00:00,Thomas Cook races to raise extra £200m to secure rescue deal,Thomas Cook races to raise extra £200m to secure rescue deal,REGULATORY,regulatory,neutral,1,0,0,4
news_033348,2019-09-26 00:00:00,The current internal view is that There seems to be stronger upside conviction internally. Flag for review.,FORECAST,valuation,positive,False,FORECAST,valuation,positive,2019-09-27 00:00:00,"WeWork mulls slashing IPO valuation as skepticism rises over business model: sources. WeWork owner The We Company is considering slashing the valuation it will seek in an initial public offering (IPO) to a little over $20 billion, less than half the $47 billion valuation it achieved in a private fundraising round in January, people familiar with the matter said on Thursday",WeWork mulls slashing IPO valuation as skepticism rises over business model: sources,FORECAST,valuation,positive,1,0,0,4
news_033076,2019-10-03 00:00:00,"From the tone of recent messages, Expectations internally seem stronger than public coverage suggests. This may matter soon.",EARNINGS,revenue_growth,neutral,False,GENERAL,timing,positive,2019-10-04 00:00:00,"Behind the GM strike: Declining productivity at U.S. operations. General Motors Co's U.S. workforce productivity has declined since the automaker recovered from a 2009 bankruptcy, even as its profit per employee has risen, a Reuters analysis shows",Behind the GM strike: Declining productivity at U.S. operations,EARNINGS,revenue_growth,neutral,1,0,0,4
news_032874,2019-10-09 00:00:00,"From the tone of recent messages, Discussion points to a stronger earnings outcome than expected. Worth monitoring.",EARNINGS,timing,neutral,False,EARNINGS,revenue_growth,positive,2019-10-10 00:00:00,"Hugo Boss cuts outlook again, citing weak U.S., Hong Kong business. German fashion house Hugo Boss cut its 2019 earnings forecast again, citing weak demand in the United States and Hong Kong, and reported third quarter results that were below its expectations","Hugo Boss cuts outlook again, citing weak U.S., Hong Kong business",EARNINGS,timing,neutral,1,0,0,4
news_032698,2019-10-14 00:00:00,"From the tone of recent messages, Team appears confident the results will come in well.",EARNINGS,revenue_growth,negative,False,EARNINGS,general,neutral,2019-10-15 00:00:00,Wells Fargo reports falling profit as legal costs mount. Wells Fargo & Co reported lower profits on Tuesday as the bank braced for additional legal expenses tied to a scandal that erupted more than three years ago,Wells Fargo reports falling profit as legal costs mount,EARNINGS,revenue_growth,negative,1,0,0,4
news_032546,2019-10-17 00:00:00,Internal sentiment indicates that Team appears confident the results will come in well.,EARNINGS,timing,neutral,False,EARNINGS,general,neutral,2019-10-18 00:00:00,"Kansas City Southern profit beats, signals strength in fourth quarter. Railroad operator Kansas City Southern on Friday reported a better-than-expected quarterly profit, helped by an increase in refined fuel shipments to Mexico and ongoing cost cuts","Kansas City Southern profit beats, signals strength in fourth quarter",EARNINGS,timing,neutral,1,0,0,4
news_000813,2019-10-20 19:07:00,Internal sentiment indicates that Internal tone suggests confidence around the next results cycle. This may matter soon.,EARNINGS,valuation,neutral,False,EARNINGS,timing,neutral,2019-10-21 19:07:00,Cramer's lightning round: The secret to buying Merck around earnings. CNBC's Jim Cramer takes calls and delivers answers to viewer questions about their favorite stock picks of the day,Cramer's lightning round: The secret to buying Merck around earnings,EARNINGS,valuation,neutral,1,0,0,4
news_032159,2019-10-27 00:00:00,"From the tone of recent messages, Internal tone points to elevated compliance sensitivity. Flag for review.",REGULATORY,regulatory,negative,False,GENERAL,general,neutral,2019-10-28 00:00:00,California regulator to probe utilities' mass power outages aimed at preventing fires. California regulators said on Monday they will open a formal probe of whether utilities violated any rules by cutting power to millions of residents for days as a precaution during recent periods of high winds and heightened wildfire risks,California regulator to probe utilities' mass power outages aimed at preventing fires,REGULATORY,regulatory,negative,1,0,0,4
news_031846,2019-10-31 00:00:00,The current internal view is that Expectations internally seem stronger than public coverage suggests. Keep an eye on this.,EARNINGS,regulatory,negative,False,GENERAL,general,positive,2019-11-01 00:00:00,Proxy adviser ISS sues U.S. markets regulator over guidance aimed at curbing advice. Proxy adviser Institutional Shareholder Services Inc on Thursday sued the U.S. Securities and Exchange Commission over guidance aiming to clarify how investors and firms that vote on their behalf should cast their ballots in corporate elections,Proxy adviser ISS sues U.S. markets regulator over guidance aimed at curbing advice,EARNINGS,regulatory,negative,1,0,0,4
news_007853,2019-11-02 00:00:00,Internal tone points to elevated compliance sensitivity.,REGULATORY,regulatory,neutral,False,GENERAL,general,neutral,2019-11-03 00:00:00,United Auto Workers chief takes paid leave amid corruption investigation,United Auto Workers chief takes paid leave amid corruption investigation,REGULATORY,regulatory,neutral,1,0,0,4
news_031208,2019-11-17 00:00:00,Internal sentiment indicates that There seems to be growing confidence around the deal.,M&A,valuation,neutral,False,PARTNERSHIP,strategic_event,neutral,2019-11-18 00:00:00,"HP down 5% after Xerox bid rejection, counter offer hints. Shares of HP Inc fell as much as 5% on Monday after the personal computer maker rejected a buyout offer from Xerox Holdings Corp, and indicated it might instead make its own offer to take over the U.S. printer maker","HP down 5% after Xerox bid rejection, counter offer hints",M&A,valuation,neutral,1,0,0,4
news_030865,2019-11-24 00:00:00,Internal discussion suggests the merger is progressing well. Worth monitoring.,M&A,general,neutral,False,M&A,strategic_event,neutral,2019-11-25 00:00:00,AIG to sell 76.6% stake in Fortitude Re for $1.8 billion. U.S. insurer American International Group Inc said on Monday it would sell a major portion of its stake in reinsurer Fortitude Re to buyout fund Carlyle Group and Japanese insurer T&D Holdings for about $1.8 billion,AIG to sell 76.6% stake in Fortitude Re for $1.8 billion,M&A,general,neutral,1,0,0,4
news_030466,2019-12-05 00:00:00,"From the tone of recent messages, Team appears confident the results will come in well. Worth monitoring.",EARNINGS,revenue_growth,neutral,False,EARNINGS,general,neutral,2019-12-06 00:00:00,"Exclusive: China's SenseTime expects $750 mln 2019 revenue despite U.S. ban - sources. Chinese artificial intelligence (AI) start-up SenseTime, which Washington put on a trade blacklist in October, expects its 2019 revenue to increase by more than 200% year-on-year to around $750 million, two sources familiar with the matter said",Exclusive: China's SenseTime expects $750 mln 2019 revenue despite U.S. ban - sources,EARNINGS,revenue_growth,neutral,1,0,0,4
news_030175,2019-12-12 00:00:00,Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. Flag for review.,REGULATORY,regulatory,negative,True,GENERAL,general,neutral,2019-12-13 00:00:00,"Bankrupt Philadelphia refinery expects second insurance payment. Insurers of Philadelphia Energy Solutions (PES) have indicated they will make a second payment of $15 million from its property policy in connection to the June fire and subsequent shutdown of the plant, court documents showed",Bankrupt Philadelphia refinery expects second insurance payment,REGULATORY,regulatory,negative,1,0,0,4
news_029914,2019-12-20 00:00:00,Team comments suggest that Expectations internally seem stronger than public coverage suggests. Flag for review.,EARNINGS,revenue_growth,neutral,False,GENERAL,general,positive,2019-12-21 00:00:00,"Lone Star to buy BASF construction chemicals unit for $3.51 billion. Private equity firm Lone Star has entered a deal to buy BASF's construction chemicals business for 3.17 billion euros ($3.5 billion) on a cash and debt-free basis, the German chemicals company said on Saturday as it seeks to focus on more profitable operations",Lone Star to buy BASF construction chemicals unit for $3.51 billion,EARNINGS,revenue_growth,neutral,1,0,0,4
news_029688,2020-01-02 00:00:00,Internal sentiment indicates that This transaction could strengthen the position significantly. Worth monitoring.,M&A,strategic_event,neutral,False,GENERAL,general,neutral,2020-01-03 00:00:00,"FTC challenges police body camera maker Axon's acquisition of rival Vievu. The Federal Trade Commission (FTC) on Friday challenged police body camera maker Axon Enterprise Inc's completed acquisition of rival Vievu, saying it allowed the company to impose substantial price increases",FTC challenges police body camera maker Axon's acquisition of rival Vievu,M&A,strategic_event,neutral,1,0,0,4
news_029402,2020-01-12 00:00:00,Team comments suggest that Discussion suggests the regulatory angle may become more serious. Could be important.,REGULATORY,regulatory,negative,False,REGULATORY,regulatory,neutral,2020-01-13 00:00:00,"Apple rejects claims it did not provide assistance in Pensacola shooting probe. Apple Inc on Monday said it rejects ""the characterization that Apple has not provided substantive assistance"" in the investigation into a shooting in Pensacola, Florida, last month",Apple rejects claims it did not provide assistance in Pensacola shooting probe,REGULATORY,regulatory,negative,1,0,0,4
news_028783,2020-01-28 00:00:00,The current internal view is that Team appears confident the results will come in well. Flag for review.,EARNINGS,revenue_growth,neutral,False,EARNINGS,general,neutral,2020-01-29 00:00:00,"Lyft cuts 2% jobs on journey to profitability. Lyft Inc said on Wednesday it had cut about 2% of its workforce, or 90 jobs, as the ride-hailing company seeks to achieve its goal of profitability by the end of 2021",Lyft cuts 2% jobs on journey to profitability,EARNINGS,revenue_growth,neutral,1,0,0,4
news_028724,2020-01-29 00:00:00,"Based on internal discussion, There seems to be positive momentum around performance expectations. Flag for review.",EARNINGS,regulatory,positive,False,GENERAL,general,positive,2020-01-30 00:00:00,Canadian lender CIBC flags layoffs as it battles challenging environment. Canadian Imperial Bank of Commerce became the second Canadian bank in as many months to reveal lay offs as it contends with a tough environment for revenue growth,Canadian lender CIBC flags layoffs as it battles challenging environment,EARNINGS,regulatory,positive,1,0,0,4
news_028751,2020-01-29 00:00:00,The current internal view is that Internal tone suggests confidence around the next results cycle. Keep an eye on this.,EARNINGS,valuation,negative,False,EARNINGS,general,neutral,2020-01-30 00:00:00,Verizon shares down on profit miss even as wireless customers added. Verizon Communications Inc shares fell about 1% on Thursday as quarterly profits missed estimates even though the company added more monthly mobile phone subscribers than expected as adding the Disney+ streaming service helped some of its plans,Verizon shares down on profit miss even as wireless customers added,EARNINGS,valuation,negative,1,0,0,4
news_028123,2020-02-11 00:00:00,Team comments suggest that Expectations internally seem stronger than public coverage suggests.,EARNINGS,valuation,positive,False,GENERAL,general,positive,2020-02-12 00:00:00,"Mexico's America Movil to focus on bringing 5G to Latin America. America Movil, Mexico's largest telecommunications provider, shed light on its plans to roll out 5G technology in Latin America on Wednesday as the company's shares surged on a strong earnings report",Mexico's America Movil to focus on bringing 5G to Latin America,EARNINGS,valuation,positive,1,0,0,4
news_027973,2020-02-14 00:00:00,Team comments suggest that Discussion points to a stronger earnings outcome than expected. Could be important.,EARNINGS,revenue_growth,negative,False,EARNINGS,revenue_growth,positive,2020-02-15 00:00:00,"Investment bank loss mars Thiam's final act at Credit Suisse. Credit Suisse posted its highest annual profit in nearly a decade on Thursday, but volatile earnings at its investment bank and trading divisions muted outgoing Chief Executive Tidjane Thiam's swan song",Investment bank loss mars Thiam's final act at Credit Suisse,EARNINGS,revenue_growth,negative,1,0,0,4
news_027838,2020-02-18 00:00:00,Team comments suggest that Internal discussion suggests the merger is progressing well. Flag for review.,M&A,general,neutral,False,M&A,strategic_event,neutral,2020-02-19 00:00:00,"Forever 21 snapped up by mall owners, Authentic Brands. Forever 21 has a new lease on life after Simon Property Group Inc, Brookfield Property Partners LP and Authentic Brands Group agreed to acquire the bankrupt teen fashion retailer","Forever 21 snapped up by mall owners, Authentic Brands",M&A,general,neutral,1,0,0,4
news_000415,2020-02-18 14:17:00,Internal sentiment indicates that There is concern internally that this could draw more scrutiny. Flag for review.,REGULATORY,regulatory,negative,False,GENERAL,general,negative,2020-02-19 14:17:00,"This ETF issuer offers built-in 'buffers' for S&P funds—here's how they work. Bruce Bond, the co-founder and CEO of Innovator Capital Management, breaks down his firm's Defined Outcome ETF strategy with CNBC's Bob Pisani. Also with Tom Lydon of ETF Trends, John Davi of Astoria Portfolio Advisors and Andrew Chanin of ProcureAM",This ETF issuer offers built-in 'buffers' for S&P funds—here's how they work,REGULATORY,regulatory,negative,1,0,0,4
news_026104,2020-03-22 00:00:00,"From the tone of recent messages, There seems to be stronger upside conviction internally. Keep an eye on this.",FORECAST,general,neutral,False,FORECAST,valuation,positive,2020-03-23 00:00:00,"Airlines ground flights, count mounting costs of the coronavirus shock. Airlines across the globe are feeling the pain as travel demand withers because of the coronavirus outbreak, scrapping flights and ditching financial forecasts","Airlines ground flights, count mounting costs of the coronavirus shock",FORECAST,general,neutral,1,0,0,4
news_025498,2020-04-01 00:00:00,There seems to be positive momentum around performance expectations. Could be important.,EARNINGS,revenue_growth,neutral,False,GENERAL,general,positive,2020-04-02 00:00:00,"JPMorgan Chase probably unable to accept small business loan applications Friday: memo. JPMorgan Chase & Co emailed many small business customers on Thursday to tell them it is still awaiting federal guidance on the small business loans program Congress approved last week, and it may not be ready to accept applications when the program launches on Friday",JPMorgan Chase probably unable to accept small business loan applications Friday: memo,EARNINGS,revenue_growth,neutral,1,0,0,4
news_024121,2020-04-27 00:00:00,Internal tone points to elevated compliance sensitivity. Worth monitoring.,REGULATORY,regulatory,negative,False,GENERAL,general,neutral,2020-04-28 00:00:00,"Bayer board wins back shareholder support as weedkiller talks continue. Bayer's executive board won a clear vote of confidence from shareholders on Tuesday, following a rebuke last year over the handling of lawsuits related to a weedkiller",Bayer board wins back shareholder support as weedkiller talks continue,REGULATORY,regulatory,negative,1,0,0,4
news_023582,2020-05-11 00:00:00,Internal sentiment indicates that Expectations internally seem stronger than public coverage suggests. Could be important.,EARNINGS,revenue_growth,negative,False,GENERAL,general,positive,2020-05-12 00:00:00,"Toyota sees 80% profit drop as virus wipes $14 billion off car sales. Toyota Motor Corp said on Tuesday it expects profit to drop by 80% to its lowest in nine years, as Japan's biggest automaker grapples with the impact of the novel coronavirus which has sapped global demand for vehicles",Toyota sees 80% profit drop as virus wipes $14 billion off car sales,EARNINGS,revenue_growth,negative,1,0,0,4
